"id","edgelabel","id_fromlookupform","id_tolookupform","id_publisher","publisher","id_service","service","id_genericform","genericform","id_tradition","tradition"
837,"has generic form",489,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
838,"has generic form",490,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
839,"has generic form",491,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
840,"has generic form",492,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
841,"has generic form",493,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
842,"has generic form",494,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
843,"has generic form",495,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
844,"has generic form",496,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
845,"has generic form",497,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
846,"has generic form",460,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
847,"has generic form",461,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
848,"has generic form",462,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
849,"has generic form",463,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
850,"has generic form",464,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
851,"has generic form",465,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
852,"has generic form",466,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
853,"has generic form",467,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
854,"has generic form",468,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
855,"has generic form",279,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
856,"has generic form",390,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
857,"has generic form",399,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
859,"has generic form",321,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
860,"has generic form",298,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
861,"has generic form",318,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
862,"has generic form",547,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
863,"has generic form",542,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
864,"has generic form",359,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
865,"has generic form",375,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
866,"has generic form",374,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
867,"has generic form",280,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
868,"has generic form",281,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
869,"has generic form",286,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
870,"has generic form",287,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
871,"has generic form",309,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
872,"has generic form",320,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
873,"has generic form",323,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
874,"has generic form",327,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
875,"has generic form",351,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
876,"has generic form",357,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
877,"has generic form",363,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
878,"has generic form",367,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
879,"has generic form",370,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
880,"has generic form",377,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
881,"has generic form",383,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
882,"has generic form",388,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
883,"has generic form",436,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
884,"has generic form",369,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
885,"has generic form",372,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
886,"has generic form",373,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
887,"has generic form",376,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
888,"has generic form",382,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
889,"has generic form",387,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
890,"has generic form",389,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
891,"has generic form",393,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
892,"has generic form",398,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
893,"has generic form",401,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
894,"has generic form",402,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
895,"has generic form",505,132166,NULL,NULL,NULL,NULL,132166,"Modiolus",NULL,NULL
896,"has generic form",506,132166,NULL,NULL,NULL,NULL,132166,"Modiolus",NULL,NULL
897,"has generic form",507,132166,NULL,NULL,NULL,NULL,132166,"Modiolus",NULL,NULL
898,"has generic form",508,132166,NULL,NULL,NULL,NULL,132166,"Modiolus",NULL,NULL
899,"has generic form",444,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
900,"has generic form",529,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
901,"has generic form",530,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
902,"has generic form",531,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
903,"has generic form",532,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
904,"has generic form",534,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
905,"has generic form",535,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
906,"has generic form",536,777121,NULL,NULL,NULL,NULL,777121,"Varia",NULL,NULL
907,"has generic form",537,777121,NULL,NULL,NULL,NULL,777121,"Varia",NULL,NULL
908,"has generic form",538,777121,NULL,NULL,NULL,NULL,777121,"Varia",NULL,NULL
909,"has generic form",540,777121,NULL,NULL,NULL,NULL,777121,"Varia",NULL,NULL
910,"has generic form",541,777121,NULL,NULL,NULL,NULL,777121,"Varia",NULL,NULL
911,"has generic form",546,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
912,"has generic form",548,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
913,"has generic form",550,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
914,"has generic form",498,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
915,"has generic form",552,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
916,"has generic form",553,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
917,"has generic form",555,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
918,"has generic form",557,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
919,"has generic form",561,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
920,"has generic form",564,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
921,"has generic form",566,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
922,"has generic form",567,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
923,"has generic form",568,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
924,"has generic form",569,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
925,"has generic form",570,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
926,"has generic form",571,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
927,"has generic form",573,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
928,"has generic form",578,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
929,"has generic form",579,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
930,"has generic form",580,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
931,"has generic form",581,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
932,"has generic form",582,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
933,"has generic form",583,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
934,"has generic form",584,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
935,"has generic form",585,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
936,"has generic form",591,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
937,"has generic form",592,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
938,"has generic form",593,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
939,"has generic form",594,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
940,"has generic form",595,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
941,"has generic form",596,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
942,"has generic form",597,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
943,"has generic form",324,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
944,"has generic form",325,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
945,"has generic form",352,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
946,"has generic form",353,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
947,"has generic form",354,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
948,"has generic form",355,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
949,"has generic form",360,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
950,"has generic form",361,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
951,"has generic form",364,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
952,"has generic form",365,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
953,"has generic form",368,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
954,"has generic form",371,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
955,"has generic form",378,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
956,"has generic form",379,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
957,"has generic form",380,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
958,"has generic form",288,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
959,"has generic form",289,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
960,"has generic form",290,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
961,"has generic form",291,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
962,"has generic form",292,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
963,"has generic form",293,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
964,"has generic form",294,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
965,"has generic form",295,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
966,"has generic form",296,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
967,"has generic form",297,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
968,"has generic form",299,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
969,"has generic form",300,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
970,"has generic form",301,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
971,"has generic form",302,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
972,"has generic form",303,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
973,"has generic form",341,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
974,"has generic form",344,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
975,"has generic form",345,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
976,"has generic form",346,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
977,"has generic form",394,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
978,"has generic form",384,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
979,"has generic form",385,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
980,"has generic form",386,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
981,"has generic form",391,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
982,"has generic form",392,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
983,"has generic form",395,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
984,"has generic form",396,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
985,"has generic form",397,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
986,"has generic form",400,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
987,"has generic form",404,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
988,"has generic form",406,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
989,"has generic form",407,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
990,"has generic form",408,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
991,"has generic form",410,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
992,"has generic form",412,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
993,"has generic form",413,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
994,"has generic form",416,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
995,"has generic form",418,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
996,"has generic form",420,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
997,"has generic form",422,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
998,"has generic form",423,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
999,"has generic form",424,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
1000,"has generic form",425,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
1001,"has generic form",427,113058,NULL,NULL,NULL,NULL,113058,"Inkwell",NULL,NULL
1002,"has generic form",428,113058,NULL,NULL,NULL,NULL,113058,"Inkwell",NULL,NULL
1003,"has generic form",429,113058,NULL,NULL,NULL,NULL,113058,"Inkwell",NULL,NULL
1004,"has generic form",434,551917,NULL,NULL,NULL,NULL,551917,"Lid",NULL,NULL
1005,"has generic form",311,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1006,"has generic form",282,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1007,"has generic form",283,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1008,"has generic form",284,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1009,"has generic form",315,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1010,"has generic form",331,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1011,"has generic form",334,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1012,"has generic form",338,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1013,"has generic form",343,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1014,"has generic form",310,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1015,"has generic form",551,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1016,"has generic form",554,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1017,"has generic form",556,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1018,"has generic form",558,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1019,"has generic form",314,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1020,"has generic form",316,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1021,"has generic form",317,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1022,"has generic form",562,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1023,"has generic form",563,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1024,"has generic form",565,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1025,"has generic form",574,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1026,"has generic form",575,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1027,"has generic form",576,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1028,"has generic form",577,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1029,"has generic form",332,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1030,"has generic form",335,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1031,"has generic form",339,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1032,"has generic form",340,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1033,"has generic form",431,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1034,"has generic form",347,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1035,"has generic form",437,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1036,"has generic form",438,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1037,"has generic form",439,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1038,"has generic form",440,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1039,"has generic form",441,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1040,"has generic form",442,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1041,"has generic form",443,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1042,"has generic form",348,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1043,"has generic form",349,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1044,"has generic form",499,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1045,"has generic form",500,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1046,"has generic form",501,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1047,"has generic form",502,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1048,"has generic form",503,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1049,"has generic form",504,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1050,"has generic form",509,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1051,"has generic form",510,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1052,"has generic form",511,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1053,"has generic form",512,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1054,"has generic form",513,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1055,"has generic form",522,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1056,"has generic form",514,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1057,"has generic form",515,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1058,"has generic form",516,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1059,"has generic form",517,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1060,"has generic form",518,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1061,"has generic form",519,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1062,"has generic form",520,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1063,"has generic form",521,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1064,"has generic form",523,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1065,"has generic form",524,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1066,"has generic form",525,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1067,"has generic form",526,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1068,"has generic form",527,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1069,"has generic form",528,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1070,"has generic form",445,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1071,"has generic form",446,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1072,"has generic form",447,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1073,"has generic form",448,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1074,"has generic form",449,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1075,"has generic form",450,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1076,"has generic form",451,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1077,"has generic form",452,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1078,"has generic form",453,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1079,"has generic form",454,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1080,"has generic form",455,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1081,"has generic form",456,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1082,"has generic form",457,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1083,"has generic form",312,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1084,"has generic form",313,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1085,"has generic form",458,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1086,"has generic form",459,480718,NULL,NULL,NULL,NULL,480718,"Platter base",NULL,NULL
1087,"has generic form",549,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1088,"has generic form",319,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1089,"has generic form",322,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1090,"has generic form",326,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1091,"has generic form",329,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1092,"has generic form",350,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1093,"has generic form",356,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1094,"has generic form",358,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1095,"has generic form",362,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1096,"has generic form",366,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1097,"has generic form",328,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1098,"has generic form",330,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1099,"has generic form",333,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1100,"has generic form",337,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1101,"has generic form",342,381941,NULL,NULL,NULL,NULL,381941,"Platter",NULL,NULL
1102,"has generic form",586,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1103,"has generic form",587,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1104,"has generic form",588,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1105,"has generic form",589,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1106,"has generic form",590,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1107,"has generic form",285,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1108,"has generic form",435,551917,NULL,NULL,NULL,NULL,551917,"Lid",NULL,NULL
1109,"has generic form",403,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1110,"has generic form",405,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1111,"has generic form",409,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1112,"has generic form",411,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1113,"has generic form",414,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1114,"has generic form",415,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1115,"has generic form",417,174619,NULL,NULL,NULL,NULL,174619,"Dish",NULL,NULL
1116,"has generic form",419,591889,NULL,NULL,NULL,NULL,591889,"Cup",NULL,NULL
1117,"has generic form",421,209365,NULL,NULL,NULL,NULL,209365,"Beaker",NULL,NULL
1118,"has generic form",426,139864,NULL,NULL,NULL,NULL,139864,"Jar",NULL,NULL
1119,"has generic form",432,170645,NULL,NULL,NULL,NULL,170645,"Pyxis",NULL,NULL
1120,"has generic form",433,551917,NULL,NULL,NULL,NULL,551917,"Lid",NULL,NULL
1121,"has generic form",430,193689,NULL,NULL,NULL,NULL,193689,"Chalice",NULL,NULL
1122,"has service member",562,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1123,"has service member",310,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1124,"has service member",311,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1125,"has service member",312,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1126,"has service member",563,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1127,"has service member",313,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1128,"has service member",565,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1129,"has service member",314,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1130,"has service member",315,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1131,"has service member",316,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1132,"has service member",317,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1133,"has service member",318,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1134,"has service member",566,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1135,"has service member",319,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1136,"has service member",320,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1137,"has service member",321,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1138,"has service member",567,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1139,"has service member",322,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1140,"has service member",323,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1141,"has service member",324,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
1142,"has service member",325,3001,NULL,NULL,3001,"Service I",NULL,NULL,NULL,NULL
